OBJECTID,FID_output_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,id,easting,northing,zone_number,zone_letter,Date,Date_Ordinal,Cluster,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
56,3307,17.28353,98.91906,309.33,0.37,0.58,2023-03-08,1940,N,VIIRS,n,2.0NRT,294.25,1.74,N,3307,491397.5418,1910922.782,47,Q,2023-03-08,738587,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
57,3120,17.28373,98.94421,306.22,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,292.36,1.62,N,3120,494070.5392,1910943.96,47,Q,2023-03-04,738583,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
58,3116,17.28391,98.94734,321.54,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,293.01,2.54,N,3116,494403.2067,1910963.78,47,Q,2023-03-04,738583,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
59,1519,17.28418,98.95321,301.57,0.74,0.76,2023-03-05,1804,1,VIIRS,n,2.0NRT,288.81,1.11,N,1519,495027.0875,1910993.489,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
60,1649,17.28432,98.92354,308.82,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,295.15,1.68,N,1649,491873.7196,1911009.984,47,Q,2023-03-07,738586,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
61,3252,17.28436,98.92771,305.58,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,292.36,1.16,N,3252,492316.9152,1911014.238,47,Q,2023-03-06,738585,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
62,3253,17.28535,98.92665,339.25,0.54,0.68,2023-03-07,728,N,VIIRS,n,2.0NRT,302.99,7.86,D,3253,492204.2985,1911123.803,47,Q,2023-03-07,738586,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
63,3215,17.28554,98.94094,307.6,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.26,1.32,N,3215,493723.059,1911144.301,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
64,3118,17.28589,98.95323,304.57,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,291.62,0.7,N,3118,495029.2591,1911182.662,47,Q,2023-03-04,738583,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
65,3136,17.28611,98.94876,332.42,0.49,0.4,2023-03-05,626,N,VIIRS,n,2.0NRT,300.74,5.47,D,3136,494554.1914,1911207.121,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
66,1569,17.28617,98.92886,304.82,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,291.52,0.65,N,1569,492439.2128,1911214.43,47,Q,2023-03-06,738585,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
67,1725,17.28624,98.91891,305.91,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,295.62,1.83,N,1725,491381.7255,1911222.591,47,Q,2023-03-08,738587,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
68,3214,17.28664,98.95667,310.31,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.37,0.78,N,3214,495394.8828,1911265.548,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
69,3263,17.28666,98.92397,304.97,0.74,0.76,2023-03-07,1957,N,VIIRS,n,2.0NRT,292.18,3,N,3263,491919.5228,1911268.836,47,Q,2023-03-07,738586,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
70,1488,17.28708,98.94736,336.82,0.34,0.56,2023-03-05,713,1,VIIRS,n,2.0NRT,300.71,4.78,D,1488,494405.4281,1911314.47,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
71,3213,17.2872,98.95285,301.79,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,291.43,1.03,N,3213,494988.9079,1911327.595,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
72,1487,17.28736,98.94994,356.12,0.34,0.56,2023-03-05,713,1,VIIRS,n,2.0NRT,301.58,4.78,D,1487,494679.6382,1911345.373,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
73,1486,17.28765,98.95255,339.02,0.34,0.56,2023-03-05,713,1,VIIRS,n,2.0NRT,298.05,3.82,D,1486,494957.0362,1911377.385,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
74,3254,17.288,98.92699,333.08,0.54,0.68,2023-03-07,728,N,VIIRS,n,2.0NRT,300.7,8.34,D,3254,492240.545,1911416.954,47,Q,2023-03-07,738586,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
75,1648,17.28831,98.92043,321,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,295.15,2.44,N,1648,491543.3663,1911451.524,47,Q,2023-03-07,738586,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
76,3212,17.28836,98.9451,309.47,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.81,0.9,N,3212,494165.2758,1911456.142,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
77,1518,17.28889,98.95409,300.5,0.74,0.76,2023-03-05,1804,1,VIIRS,n,2.0NRT,288.95,1.66,N,1518,495120.7394,1911514.525,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
78,1568,17.28963,98.93441,302.83,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,291.94,0.65,N,1568,493029.1994,1911596.994,47,Q,2023-03-06,738585,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
79,3211,17.29059,98.95332,305.91,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.12,1.03,N,3211,495038.9502,1911702.612,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
80,1566,17.29085,98.93372,303.44,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,292.19,1.09,N,1566,492955.9137,1911731.986,47,Q,2023-03-06,738585,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
81,1647,17.29108,98.92469,327.62,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,295.17,2.44,N,1647,491996.2355,1911757.783,47,Q,2023-03-07,738586,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
82,3210,17.29117,98.94943,319.48,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.9,1.03,N,3210,494625.5461,1911766.881,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
83,3209,17.29175,98.94556,305.25,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.27,0.9,N,3209,494214.2702,1911831.157,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
84,1528,17.29194,98.94922,307.76,0.49,0.65,2023-03-05,1944,1,VIIRS,n,2.0NRT,290.86,0.98,N,1528,494603.2503,1911852.07,47,Q,2023-03-05,738584,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
85,3251,17.29196,98.93707,308.21,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,292.94,0.98,N,3251,493311.9842,1911854.664,47,Q,2023-03-06,738585,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
86,3250,17.29252,98.93263,305.82,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,293,0.98,N,3250,492840.1355,1911916.775,47,Q,2023-03-06,738585,27,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
