latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
13.21748,99.68802,337.64,0.41,0.45,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.52,9,D
13.50725,102.255,334.88,0.62,0.54,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.48,2.72,D
13.50796,102.26075,332.03,0.62,0.54,2023-02-23,0658,1,VIIRS,l,2.0NRT,303.7,3.24,D
13.32632,101.47014,334.83,0.54,0.51,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.13,2.33,D
13.29738,101.31755,341.5,0.53,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.41,4.18,D
13.39458,102.16781,341.36,0.61,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.62,2.97,D
13.20259,101.41663,340.02,0.54,0.51,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.12,8.49,D
13.08589,101.04518,340.06,0.51,0.49,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.35,5.73,D
16.02481,101.43729,345.32,0.59,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.38,7.87,D
16.03347,101.60115,343,0.6,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.7,6.45,D
15.70638,98.88744,347.71,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.22,6.35,D
15.70602,98.88748,344.71,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.19,5.41,D
16.02606,101.43913,343.44,0.59,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.29,7.06,D
16.27802,103.64662,350.24,0.42,0.61,2023-02-23,0658,1,VIIRS,n,2.0NRT,298.64,6.18,D
15.75759,99.37624,343.01,0.43,0.46,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.58,9.94,D
9.93268,98.9805,333.43,0.51,0.41,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.55,3.36,D
9.26102,98.98149,346.4,0.5,0.41,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.61,7.22,D
8.6637,99.07632,333.03,0.5,0.41,2023-02-23,0658,1,VIIRS,n,2.0NRT,297.83,3.11,D
8.40522,98.33852,334.79,0.46,0.39,2023-02-23,0658,1,VIIRS,n,2.0NRT,298.47,3.67,D
8.08656,99.41702,334.37,0.52,0.41,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.2,7.69,D
14.16689,101.92719,346.61,0.6,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.03,9.21,D
13.9652,100.41482,341.91,0.47,0.48,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.73,4.42,D
13.97171,100.46758,342.57,0.48,0.48,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.55,6.76,D
13.80707,99.19441,340.93,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.2,4.55,D
13.80749,99.19773,349.13,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,306.56,4.55,D
13.80258,99.1915,332.93,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.5,3.12,D
13.80301,99.19485,333.66,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.55,4.55,D
13.87663,99.77435,339.54,0.43,0.46,2023-02-23,0658,1,VIIRS,n,2.0NRT,307.42,3.41,D
13.80611,99.19466,347.09,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.79,7.08,D
13.80656,99.19798,346.14,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,306.85,7.08,D
13.80161,99.19174,341.2,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.3,5.26,D
13.96518,100.41792,335.14,0.47,0.48,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.1,4.42,D
13.9715,100.46617,341.83,0.48,0.48,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.65,7.46,D
13.79798,99.19538,348.41,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.29,5.63,D
13.87568,99.77395,341.96,0.43,0.46,2023-02-23,0658,1,VIIRS,n,2.0NRT,307.42,2.36,D
13.7935,99.1926,351.44,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,310.97,30.41,D
13.79393,99.19583,339.4,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.95,5.63,D
13.79037,99.19997,341.94,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.74,4.81,D
13.78277,99.23528,345.78,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,308.43,44.7,D
13.77672,99.22089,332.92,0.39,0.44,2023-02-23,0658,1,VIIRS,l,2.0NRT,303.94,3.82,D
13.77722,99.22462,336.61,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.98,3.82,D
13.77924,99.23971,342.37,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.28,63.54,D
13.7841,99.27613,345.13,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.4,5.59,D
13.77873,99.23593,367,0.4,0.44,2023-02-23,0658,1,VIIRS,h,2.0NRT,331.19,63.54,D
13.77268,99.22147,341.91,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.16,3.82,D
13.77318,99.2252,340.83,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.31,3.82,D
14.04077,101.5261,331.31,0.56,0.52,2023-02-23,0658,1,VIIRS,l,2.0NRT,303.79,2.8,D
